id,calories,proteins,fat,carbohydrate,name,kategori,protein_density,fat_ratio,pct_cal_from_fat,pct_cal_from_protein,pct_cal_from_carb,risiko_kolesterol,is_recommended
1039,299.0,29.4,3.6,3.2,Rebon Kering,Sedang,0.098,0.012,10.8,39.2,4.27,0,1
1040,81.0,16.2,1.2,0.7,Rebon Udang Kecil Segar,"Tinggi Protein, Rendah Lemak",0.1976,0.0146,13.17,79.02,3.41,0,1
1041,27.0,0.6,0.3,5.2,Rebung,Rendah Lemak & Karbo,0.0214,0.0107,9.64,8.57,74.29,0,0
1042,320.0,7.2,4.2,63.3,Rebung Laut Mentah,Sedang,0.0224,0.0131,11.78,8.97,78.88,0,0
1043,451.0,11.2,20.2,59.7,Rempeyek Kacang Tolo,Tinggi Lemak,0.0248,0.0447,40.22,9.91,52.83,2,0
1044,497.0,17.0,27.6,50.8,Rempeyek Kacang Uci,Tinggi Protein & Lemak,0.0341,0.0554,49.88,13.65,40.8,2,0
1045,193.0,22.6,7.9,7.8,Rendang Sapi Masakan,Sedang,0.1165,0.0407,36.65,46.6,16.08,0,1
1046,471.0,4.7,21.8,64.1,Renggi Goreng,Tinggi Lemak,0.01,0.0462,41.57,3.98,54.32,2,0
1047,75.0,1.6,0.6,15.8,Rimbang Segar,Rendah Lemak,0.0211,0.0079,7.11,8.42,83.16,0,0
1048,335.0,5.3,3.5,70.5,Risoles,Sedang,0.0158,0.0104,9.38,6.31,83.93,0,0
1049,341.0,5.5,16.2,43.3,Roti Boong,Tinggi Lemak,0.0161,0.0474,42.63,6.43,50.64,2,0
1050,350.0,7.5,2.0,75.5,Roti Gambang,Rendah Lemak,0.0214,0.0057,5.13,8.55,86.04,0,0
1051,248.0,8.0,1.2,50.0,Roti Putih,Rendah Lemak,0.0321,0.0048,4.34,12.85,80.32,0,1
1052,249.0,7.9,1.5,49.7,Roti Warna Sawo Matang,Rendah Lemak,0.0316,0.006,5.4,12.64,79.52,0,1
1053,153.0,11.3,8.4,8.0,Rujak Cingur,Sedang,0.0734,0.0545,49.09,29.35,20.78,1,1
1054,41.0,1.4,0.3,8.1,Rumput Laut,Rendah Lemak & Karbo,0.0333,0.0071,6.43,13.33,77.14,0,0
1055,536.0,40.5,41.5,0.0,Rusa Daging Dendeng Mentah,Tinggi Protein & Lemak,0.0754,0.0773,69.55,30.17,0.0,2,0
1056,110.0,11.5,2.0,11.7,Rusip,"Tinggi Protein, Rendah Lemak",0.1036,0.018,16.22,41.44,42.16,0,1
1057,198.0,24.6,10.7,0.9,Rw Anjing Masakan,Sedang,0.1236,0.0538,48.39,49.45,1.81,1,0
1058,449.0,30.6,25.5,31.9,Saga Biji Tanpa Kulit,Tinggi Protein & Lemak,0.068,0.0567,51.0,27.2,28.36,2,0
1059,338.0,0.6,0.3,83.1,Sagu Ambon,Rendah Lemak,0.0018,0.0009,0.8,0.71,98.05,0,0
1060,355.0,0.6,1.1,85.6,Sagu Aren Kering,Rendah Lemak,0.0017,0.0031,2.78,0.67,96.18,0,0
1061,231.0,0.6,0.2,56.6,Sagu Aren Segar,Rendah Lemak,0.0026,0.0009,0.78,1.03,97.59,0,0
1062,291.0,0.5,4.0,63.4,Sagu Forno,Sedang,0.0017,0.0137,12.33,0.68,86.85,0,0
1063,230.0,0.6,0.2,56.5,Sagu Kasbi Segar,Rendah Lemak,0.0026,0.0009,0.78,1.04,97.84,0,0
1064,452.0,2.8,14.8,76.8,Sagu Lemak (Kue Sagon),Sedang,0.0062,0.0327,29.4,2.47,67.81,1,0
1065,347.0,0.9,0.3,85.2,Sagu Lempeng,Rendah Lemak,0.0026,0.0009,0.78,1.03,97.93,0,0
1066,364.0,0.1,0.2,90.5,Sagu Rendang,Rendah Lemak,0.0003,0.0005,0.49,0.11,99.18,0,0
1067,362.0,0.5,0.3,86.9,Sagu Singkong Kering,Rendah Lemak,0.0014,0.0008,0.74,0.55,95.76,0,0
1068,354.0,0.8,8.3,68.9,Sagu Sinole,Sedang,0.0023,0.0234,21.04,0.9,77.63,1,0
1069,57.0,0.5,0.1,13.6,Salak Bali Segar,Rendah Lemak & Karbo,0.0086,0.0017,1.55,3.45,93.79,0,0
1070,55.0,0.4,0.2,12.8,Salak Medan Segar,Rendah Lemak & Karbo,0.0071,0.0036,3.21,2.86,91.43,0,0
1071,87.0,0.8,0.4,20.1,Salak Pondoh Segar,Rendah Lemak,0.0091,0.0045,4.09,3.64,91.36,0,0
1072,281.0,2.4,0.7,66.1,Sale Pisang Siam,Rendah Lemak,0.0085,0.0025,2.23,3.4,93.76,0,0
1073,122.0,2.0,10.0,7.6,Santan (Dengan Air),Sedang,0.0163,0.0813,73.17,6.5,24.72,1,0
1074,324.0,4.2,34.3,55.6,Santan (Kelapa Saja),Tinggi Lemak,0.0129,0.1055,94.98,5.17,68.43,2,0
1075,324.0,4.2,34.3,5.6,Santan Murni,Tinggi Lemak,0.0129,0.1055,94.98,5.17,6.89,2,0
1076,98.0,2.0,0.4,24.5,Saos Tomat,Rendah Lemak,0.0202,0.004,3.64,8.08,98.99,0,0
1077,212.0,18.0,10.6,59.3,Sapi Abon,Sedang,0.0845,0.0498,44.79,33.8,111.36,1,0
1078,108.0,17.6,4.2,0.0,Sapi Babat Segar,Sedang,0.1615,0.0385,34.68,64.59,0.0,0,1
1079,182.0,32.0,6.0,0.0,Sapi Daging Asap,Sedang,0.1749,0.0328,29.51,69.95,0.0,0,1
1080,301.0,55.0,9.0,0.0,Sapi Daging Dendeng Mentah,Sedang,0.1821,0.0298,26.82,72.85,0.0,1,0
1081,273.0,17.5,22.0,0.0,Sapi Daging Gemuk Segar,Tinggi Protein & Lemak,0.0639,0.0803,72.26,25.55,0.0,2,0
1082,289.0,16.0,25.0,0.0,Sapi Daging Kornet,Tinggi Protein & Lemak,0.0552,0.0862,77.59,22.07,0.0,2,0
1083,174.0,19.6,10.0,0.0,Sapi Daging Kurus Segar,Sedang,0.112,0.0571,51.43,44.8,0.0,1,1
1084,201.0,18.8,14.0,0.0,Sapi Daging Lemak Sedang Segar,Sedang,0.0931,0.0693,62.38,37.23,0.0,1,0
1085,448.0,14.5,42.3,2.3,Sapi Daging Sosis (Worst),Tinggi Lemak,0.0323,0.0942,84.79,12.92,2.05,2,0
1086,183.0,12.0,14.4,1.4,Sapi Daleman Segar,Sedang,0.0652,0.0783,70.43,26.09,3.04,1,0
1087,98.0,21.9,1.1,0.0,Sapi Dideh/Darah,"Tinggi Protein, Rendah Lemak",0.2212,0.0111,10.0,88.48,0.0,0,1
1088,137.0,15.0,8.1,0.9,Sapi Ginjal Segar,Sedang,0.1087,0.0587,52.83,43.48,2.61,1,1
1089,274.0,16.0,22.0,3.0,Sapi Hati Sosis (Liverworst),Tinggi Protein & Lemak,0.0582,0.08,72.0,23.27,4.36,2,0
1090,84.0,10.5,4.6,0.2,Sapi Keleponan Segar,Sedang,0.1235,0.0541,48.71,49.41,0.94,0,1
1091,132.0,19.7,3.2,6.0,Sapi Liver Segar,Sedang,0.1481,0.0241,21.65,59.25,18.05,0,1
1092,123.0,10.4,8.6,0.8,Sapi Otak Segar,Sedang,0.0839,0.0694,62.42,33.55,2.58,1,1
1093,360.0,57.3,6.0,19.2,Sapi Paru Dendeng Mentah,Sedang,0.1587,0.0166,14.96,63.49,21.27,0,0
1094,268.0,23.9,12.7,14.5,Sapi Paru Goreng,Sedang,0.0888,0.0472,42.49,35.54,21.56,1,0
1095,126.0,14.0,7.2,1.5,Sapi Usus Segar,Sedang,0.1102,0.0567,51.02,44.09,4.72,0,1
1096,281.0,37.5,0.3,32.1,Sarang Burung,"Tinggi Protein, Rendah Lemak",0.133,0.0011,0.96,53.19,45.53,0,1
1097,338.0,21.1,27.0,1.0,Sardines Dalam Kaleng,Tinggi Protein & Lemak,0.0622,0.0796,71.68,24.9,1.18,2,0
1098,344.0,30.0,20.0,43.0,Sari Kedelai Bubuk,Tinggi Protein & Lemak,0.087,0.058,52.17,34.78,49.86,2,0
1099,166.0,2.3,2.8,32.9,Sarimuka,Rendah Lemak,0.0138,0.0168,15.09,5.51,78.8,0,0
1100,283.0,12.1,16.8,20.9,Sate Bandeng,Tinggi Lemak,0.0426,0.0592,53.24,17.04,29.44,2,0
1101,110.0,15.5,0.5,11.5,Sate Kulit,"Tinggi Protein, Rendah Lemak",0.1396,0.0045,4.05,55.86,41.44,0,1
1102,179.0,22.5,3.5,13.3,Sate Penyu Masakan,Sedang,0.125,0.0194,17.5,50.0,29.56,0,1
1103,274.0,12.9,18.6,13.6,Sate Pusut Masakan,Tinggi Lemak,0.0469,0.0676,60.87,18.76,19.78,2,0
1104,126.7,14.0,7.3,1.3,Sate Usus,Sedang,0.1096,0.0572,51.45,43.85,4.07,0,1
1105,22.0,2.3,0.3,4.0,Sawi,Rendah Lemak & Karbo,0.1,0.013,11.74,40.0,69.57,0,0
1106,9.0,1.0,0.1,1.7,Sawi Putih / Pecai Segar,Rendah Lemak & Karbo,0.1,0.01,9.0,40.0,68.0,0,0
1107,30.0,1.9,0.5,4.4,Sawi Taiwan Segar,Rendah Lemak & Karbo,0.0613,0.0161,14.52,24.52,56.77,0,0
1108,19.0,1.3,0.2,2.9,Sawi Tanah Segar,Rendah Lemak & Karbo,0.065,0.01,9.0,26.0,58.0,0,0
1109,92.0,0.5,1.1,22.4,Sawo,Rendah Lemak,0.0054,0.0118,10.65,2.15,96.34,0,0
1110,64.0,1.0,3.1,8.0,Sawo Duren Segar,Sedang,0.0154,0.0477,42.92,6.15,49.23,0,0
1111,111.0,0.9,2.3,21.6,Sawo Kecik Segar,Rendah Lemak,0.008,0.0205,18.48,3.21,77.14,0,0
1112,92.0,0.5,1.1,22.4,Sawo Manila Segar,Rendah Lemak,0.0054,0.0118,10.65,2.15,96.34,0,0
1113,29.0,0.7,0.6,5.0,Sayur Asem,Rendah Lemak & Karbo,0.0233,0.02,18.0,9.33,66.67,0,0
1114,49.0,1.7,0.3,9.8,Sayur Bunga Pepaya,Rendah Lemak & Karbo,0.034,0.006,5.4,13.6,78.4,0,0
1115,178.0,2.6,13.9,10.6,Sayur Garu,Sedang,0.0145,0.0777,69.89,5.81,23.69,1,0
1116,133.0,7.3,6.6,11.2,Sayur Kohu-Kohu,Sedang,0.0545,0.0493,44.33,21.79,33.43,0,1
1117,64.0,2.1,0.6,12.5,Sayur Lebui,Rendah Lemak & Karbo,0.0323,0.0092,8.31,12.92,76.92,0,0
1118,36.0,2.7,0.7,4.8,Sayur Lilin-Terubuk,Rendah Lemak & Karbo,0.073,0.0189,17.03,29.19,51.89,0,0
1119,49.0,3.1,2.5,3.6,Sayur Ndusuk,Rendah Lemak & Karbo,0.062,0.05,45.0,24.8,28.8,0,0
1120,27.0,1.3,2.0,1.0,Sayur Sop,Rendah Lemak & Karbo,0.0464,0.0714,64.29,18.57,14.29,0,0
1121,67.0,5.2,2.9,5.1,Sayur Umbut Kelapa,Rendah Lemak & Karbo,0.0765,0.0426,38.38,30.59,30.0,0,1
1122,57.0,5.4,2.6,3.1,Sayur Umbut Rotan,Rendah Lemak & Karbo,0.0931,0.0448,40.34,37.24,21.38,0,1
1123,15.0,1.2,0.2,2.9,Selada,Rendah Lemak & Karbo,0.075,0.0125,11.25,30.0,72.5,0,0
1124,17.0,1.7,0.3,3.0,Selada Air,Rendah Lemak & Karbo,0.0944,0.0167,15.0,37.78,66.67,0,0
1125,19.0,2.7,0.2,2.9,Selada Air Rebus,Rendah Lemak & Karbo,0.135,0.01,9.0,54.0,58.0,0,0
1126,20.0,1.0,0.1,4.6,Seledri,Rendah Lemak & Karbo,0.0476,0.0048,4.29,19.05,87.62,0,0
1127,28.0,0.5,0.2,6.9,Semangka,Rendah Lemak & Karbo,0.0172,0.0069,6.21,6.9,95.17,0,0
1128,192.5,4.5,6.0,30.3,Semur Jengkol,Sedang,0.0233,0.031,27.91,9.3,62.64,0,0
1129,64.0,0.6,0.3,14.8,Sente,Rendah Lemak & Karbo,0.0092,0.0046,4.15,3.69,91.08,0,0
1130,353.0,0.7,0.2,84.7,Sente Talas Segar,Rendah Lemak,0.002,0.0006,0.51,0.79,95.71,0,0
1131,88.0,7.9,1.6,10.6,Sepi Masakan,Rendah Lemak & Karbo,0.0888,0.018,16.18,35.51,47.64,0,1
1132,298.0,8.0,23.8,48.9,Serbuk Coklat,Tinggi Lemak,0.0268,0.0796,71.64,10.7,65.42,2,0
1133,478.0,2.5,21.2,69.2,Serimping Talas Kebumen,Tinggi Lemak,0.0052,0.0443,39.83,2.09,57.79,2,0
1134,213.0,0.0,0.0,55.0,Setrup Sirup,Rendah Lemak,0.0,0.0,0.0,0.0,102.8,0,0
1135,88.0,3.2,8.0,0.8,Shabu-Shabu,Sedang,0.036,0.0899,80.9,14.38,3.6,0,0
1136,474.0,11.2,42.5,11.7,Sie Reuboh Masakan,Tinggi Lemak,0.0236,0.0895,80.53,9.43,9.85,2,0
1137,81.0,5.1,4.5,5.1,Singkah (Rotan Muda),Sedang,0.0622,0.0549,49.39,24.88,24.88,0,1
1138,285.0,1.0,18.0,28.0,Singkong Goreng,Tinggi Lemak,0.0035,0.0629,56.64,1.4,39.16,2,0
1139,146.0,1.2,0.3,34.7,Singkong Kukus,Rendah Lemak,0.0082,0.002,1.84,3.27,94.42,0,0
1140,173.0,0.5,0.1,42.5,Singkong Tape,Rendah Lemak,0.0029,0.0006,0.52,1.15,97.7,0,0
1141,95.3,4.4,2.2,14.4,Siomay,Rendah Lemak & Karbo,0.0457,0.0228,20.56,18.28,59.81,0,0
1142,65.0,1.0,0.3,16.3,Sirsak,Rendah Lemak,0.0152,0.0045,4.09,6.06,98.79,0,0
1143,213.0,0.0,0.0,55.0,Sirup,Rendah Lemak,0.0,0.0,0.0,0.0,102.8,0,0
1144,71.0,7.5,3.6,2.2,Sop Buntut Masakan,Sedang,0.1042,0.05,45.0,41.67,12.22,0,1
1145,49.0,5.8,0.5,5.3,Sop Daging Sapi Masakan,Rendah Lemak & Karbo,0.116,0.01,9.0,46.4,42.4,0,1
1146,68.0,9.0,1.9,3.7,Sop Kaki Sapi Masakan,Rendah Lemak & Karbo,0.1304,0.0275,24.78,52.17,21.45,0,1
1147,34.0,5.5,0.8,1.1,Sop Kambing Masakan,Rendah Lemak & Karbo,0.1571,0.0229,20.57,62.86,12.57,0,1
1148,71.0,7.4,2.6,4.5,Sop Konro Masakan,Rendah Lemak & Karbo,0.1028,0.0361,32.5,41.11,25.0,0,1
1149,12.0,0.5,0.1,2.0,Sop Kool,Rendah Lemak & Karbo,0.0385,0.0077,6.92,15.38,61.54,0,0
1150,15.0,0.6,0.1,3.1,Sop Kool Dan Wortel,Rendah Lemak & Karbo,0.0375,0.0062,5.62,15.0,77.5,0,0
1151,89.0,7.2,5.0,3.9,Sop Saudara Masakan,Sedang,0.08,0.0556,50.0,32.0,17.33,0,1
1152,42.0,3.9,1.7,2.8,Soto Bandung Masakan,Rendah Lemak & Karbo,0.0907,0.0395,35.58,36.28,26.05,0,0
1153,110.0,2.9,9.5,3.2,Soto Banjar Masakan,Sedang,0.0261,0.0856,77.03,10.45,11.53,1,0
1154,135.0,2.5,8.8,11.5,Soto Betawi Masakan,Sedang,0.0184,0.0647,58.24,7.35,33.82,1,0
1155,127.5,2.6,9.4,8.3,Soto Dengan Daging,Sedang,0.0202,0.0732,65.84,8.09,25.84,1,0
1156,92.0,11.8,4.3,1.4,Soto Jeroan Masakan,Sedang,0.1269,0.0462,41.61,50.75,6.02,0,1
1157,38.0,2.6,2.3,1.8,Soto Kudus Masakan,Rendah Lemak & Karbo,0.0667,0.059,53.08,26.67,18.46,0,0
1158,60.0,3.5,4.5,1.3,Soto Madura Masakan,Sedang,0.0574,0.0738,66.39,22.95,8.52,0,0
1159,127.0,5.9,6.6,11.0,Soto Padang Masakan,Sedang,0.0461,0.0516,46.41,18.44,34.38,0,1
1160,94.0,3.0,6.8,5.1,Soto Pekalongan Masakan,Sedang,0.0316,0.0716,64.42,12.63,21.47,0,0
1161,75.0,3.6,5.2,3.5,Soto Pemalang Masakan,Sedang,0.0474,0.0684,61.58,18.95,18.42,0,0
1162,80.0,3.2,3.5,9.0,Soto Sukaraja Masakan,Sedang,0.0395,0.0432,38.89,15.8,44.44,0,0
1163,86.0,2.3,8.5,0.0,Soto Sulung Masakan,Sedang,0.0264,0.0977,87.93,10.57,0.0,1,0
1164,117.1,0.4,8.6,9.6,Soto Tanpa Daging,Sedang,0.0034,0.0728,65.54,1.35,32.51,1,0
1165,139.0,7.4,2.1,22.6,Spaghetti,Rendah Lemak,0.0529,0.015,13.5,21.14,64.57,0,1
1166,101.0,1.7,0.6,35.2,Srikaya,Rendah Lemak,0.0167,0.0059,5.29,6.67,138.04,0,0
1167,75.0,5.6,0.4,12.2,Sukiyaki Masakan,Rendah Lemak & Karbo,0.0737,0.0053,4.74,29.47,64.21,0,1
1168,119.0,1.4,0.2,28.1,Sukun Muda Segar,Rendah Lemak,0.0117,0.0017,1.5,4.67,93.67,0,0
1169,126.0,1.6,0.2,24.5,Sukun Tua Segar,Rendah Lemak,0.0126,0.0016,1.42,5.04,77.17,0,0
1170,418.0,19.0,9.0,65.5,Susu Asam Untuk Bayi Bubuk,Sedang,0.0453,0.0215,19.33,18.14,62.53,1,0
1171,513.0,24.6,30.0,36.2,Susu Bubuk,Tinggi Protein & Lemak,0.0479,0.0584,52.53,19.14,28.17,2,0
1172,64.0,4.3,2.3,6.6,Susu Kambing,Rendah Lemak & Karbo,0.0662,0.0354,31.85,26.46,40.62,0,0
1173,41.0,3.5,2.5,5.0,Susu Kedelai,Rendah Lemak & Karbo,0.0833,0.0595,53.57,33.33,47.62,0,0
1174,336.0,8.2,10.0,55.0,Susu Kental Manis,Sedang,0.0243,0.0297,26.71,9.73,65.28,1,0
1175,138.0,7.0,7.9,9.9,Susu Kental Tak Manis,Sedang,0.0504,0.0568,51.15,20.14,28.49,0,1
1176,160.0,6.3,12.0,7.1,Susu Kerbau,Sedang,0.0391,0.0745,67.08,15.65,17.64,1,0
1177,61.0,3.2,3.5,4.3,Susu Sapi,Sedang,0.0516,0.0565,50.81,20.65,27.74,0,0
1178,36.0,3.5,0.1,5.1,Susu Skim (Tak Berlemak),Rendah Lemak & Karbo,0.0946,0.0027,2.43,37.84,55.14,0,0
1179,359.0,35.6,1.0,52.0,Susu Skim Bubuk,"Tinggi Protein, Rendah Lemak",0.0989,0.0028,2.5,39.56,57.78,0,0
1180,36.0,3.5,0.1,5.1,Susu Skim Segar,Rendah Lemak & Karbo,0.0946,0.0027,2.43,37.84,55.14,0,0
1181,87.0,5.3,5.2,6.3,Susupan,Sedang,0.0602,0.0591,53.18,24.09,28.64,0,1
1182,90.0,1.5,0.1,21.9,Suweg Kukus,Rendah Lemak,0.0165,0.0011,0.99,6.59,96.26,0,0
1183,69.0,1.0,0.1,15.7,Suweg Mentah,Rendah Lemak,0.0143,0.0014,1.29,5.71,89.71,0,0
1184,74.0,1.4,0.1,17.2,Suweg Talas Segar,Rendah Lemak,0.0187,0.0013,1.2,7.47,91.73,0,0
1185,347.0,0.5,0.9,84.2,Suwir-Suwir,Rendah Lemak,0.0014,0.0026,2.33,0.57,96.78,0,0
1186,68.0,7.8,4.6,1.6,Tahu,Sedang,0.113,0.0667,60.0,45.22,9.28,0,1
1187,115.0,9.7,8.5,2.5,Tahu Goreng,Sedang,0.0836,0.0733,65.95,33.45,8.62,1,1
1188,328.0,12.6,19.9,24.6,Tahu Telur,Tinggi Lemak,0.0383,0.0605,54.44,15.32,29.91,2,0
1189,148.0,13.8,8.5,4.0,Takwa,Sedang,0.0926,0.057,51.34,37.05,10.74,1,1
1190,120.0,1.5,0.3,28.2,Talas Bogor Kukus,Rendah Lemak,0.0124,0.0025,2.23,4.96,93.22,0,0
1191,163.0,2.3,0.5,36.4,Talas Pontianak Segar,Rendah Lemak,0.014,0.003,2.74,5.61,88.78,0,0
1192,115.0,1.8,0.5,25.9,Talas Viqueque Segar,Rendah Lemak,0.0155,0.0043,3.88,6.21,89.31,0,0
1193,120.0,1.5,0.3,28.2,Tales Kukus,Rendah Lemak,0.0124,0.0025,2.23,4.96,93.22,0,0
1194,98.0,1.9,0.2,23.7,Tales Mentah,Rendah Lemak,0.0192,0.002,1.82,7.68,95.76,0,0
1195,166.0,10.4,4.9,24.1,Taoco,Sedang,0.0623,0.0293,26.41,24.91,57.72,0,1
1196,88.0,3.2,2.1,14.0,Taoge Goreng,Rendah Lemak & Karbo,0.036,0.0236,21.24,14.38,62.92,0,0
1197,76.0,9.0,2.6,6.4,Taoge Kacang Kedelai Segar,Rendah Lemak & Karbo,0.1169,0.0338,30.39,46.75,33.25,0,1
1198,28.0,3.0,0.8,4.0,Taoge Seduh,Rendah Lemak & Karbo,0.1034,0.0276,24.83,41.38,55.17,0,0
1199,34.0,3.7,1.2,4.3,Taoge Segar,Rendah Lemak & Karbo,0.1057,0.0343,30.86,42.29,49.14,0,0
1200,104.0,12.9,6.8,1.2,Taokoa,Sedang,0.1229,0.0648,58.29,49.14,4.57,0,1
1201,99.0,1.7,0.3,22.4,Tapai Beras,Rendah Lemak,0.017,0.003,2.7,6.8,89.6,0,0
1202,166.0,3.8,1.0,34.4,Tapai Ketan Hitam,Rendah Lemak,0.0228,0.006,5.39,9.1,82.4,0,0
1203,172.0,3.0,0.5,37.5,Tapai Ketan Putih,Rendah Lemak,0.0173,0.0029,2.6,6.94,86.71,0,0
1204,169.0,1.4,0.3,40.2,Tapai Singkong,Rendah Lemak,0.0082,0.0018,1.59,3.29,94.59,0,0
1205,358.0,7.5,4.3,70.4,Tauco Cap Das Cake,Sedang,0.0209,0.012,10.78,8.36,78.44,0,0
1206,277.0,9.1,4.7,49.6,Tauji Cap Singa,Sedang,0.0327,0.0169,15.22,13.09,71.37,0,1
1207,25.0,4.6,0.4,3.0,Tebu Terubuk,Rendah Lemak & Karbo,0.1769,0.0154,13.85,70.77,46.15,0,0
1208,83.0,10.4,3.4,2.8,Tedong Pallu Basa Masakan,Sedang,0.1238,0.0405,36.43,49.52,13.33,0,1
1209,132.0,19.5,0.7,67.8,Teh,"Tinggi Protein, Rendah Lemak",0.1466,0.0053,4.74,58.65,203.91,0,1
1210,300.0,28.3,4.8,53.6,Teh Hijau Daun Kering,Sedang,0.094,0.0159,14.35,37.61,71.23,0,1
1211,299.0,24.1,3.5,59.0,Teh Melati Daun Kering,Sedang,0.0803,0.0117,10.5,32.13,78.67,0,1
1212,34.0,2.0,0.1,7.9,Tekokak,Rendah Lemak & Karbo,0.0571,0.0029,2.57,22.86,90.29,0,0
1213,294.0,8.3,1.7,72.6,Tekokak Kering,Rendah Lemak,0.0281,0.0058,5.19,11.25,98.44,0,1
1214,53.0,1.9,0.9,9.4,Tekwan,Rendah Lemak & Karbo,0.0352,0.0167,15.0,14.07,69.63,0,0
1215,162.0,12.8,11.5,0.7,Telur Ayam,Sedang,0.0785,0.0706,63.5,31.41,1.72,1,0
1216,361.0,19.3,31.9,0.7,Telur Ayam Bagian Kuning,Tinggi Protein & Lemak,0.0533,0.0881,79.31,21.33,0.77,2,0
1217,50.0,10.8,0.0,0.8,Telur Ayam Bagian Putih,"Tinggi Protein, Rendah Lemak",0.2118,0.0,0.0,84.71,6.27,0,1
1218,383.0,15.1,32.9,8.3,Telur Ayam Ceplok,Tinggi Protein & Lemak,0.0393,0.0857,77.11,15.73,8.65,2,0
1219,251.0,16.3,19.4,1.4,Telur Ayam Dadar,Tinggi Protein & Lemak,0.0647,0.077,69.29,25.87,2.22,2,0
1220,179.0,13.6,13.3,4.4,Telur Ayam Kampung,Sedang,0.0756,0.0739,66.5,30.22,9.78,1,0
1221,386.0,17.0,35.0,0.8,Telur Bebek Bagian Kuning Segar,Tinggi Protein & Lemak,0.0439,0.0904,81.4,17.57,0.83,2,0
1222,54.0,11.0,0.0,0.8,Telur Bebek Bagian Putih,"Tinggi Protein, Rendah Lemak",0.2,0.0,0.0,80.0,5.82,0,1
1223,54.0,11.0,0.0,0.8,Telur Bebek Bagian Putih Segar,"Tinggi Protein, Rendah Lemak",0.2,0.0,0.0,80.0,5.82,0,1
1224,320.0,15.1,30.5,0.9,Telur Bebek Ceplok,Tinggi Protein & Lemak,0.047,0.095,85.51,18.82,1.12,2,0
1225,301.0,20.0,23.7,0.0,Telur Bebek Dadar,Tinggi Protein & Lemak,0.0662,0.0785,70.63,26.49,0.0,2,0
1226,187.0,10.9,12.4,7.9,Telur Bebek Tambak Segar,Sedang,0.058,0.066,59.36,23.19,16.81,1,0
1227,195.0,13.6,13.6,1.4,Telur Bebek Telur Asin,Sedang,0.0694,0.0694,62.45,27.76,2.86,1,0
1228,116.0,10.7,7.0,1.6,Telur Burung Puyuh Segar,Sedang,0.0915,0.0598,53.85,36.58,5.47,0,1
1229,144.0,12.0,10.2,0.0,Telur Penyu,Sedang,0.0828,0.0703,63.31,33.1,0.0,1,0
1230,425.0,31.0,28.0,10.0,Telur Terubuk,Tinggi Protein & Lemak,0.0728,0.0657,59.15,29.11,9.39,2,0
1231,119.0,4.4,3.5,18.3,Tempe Bongkrek,Sedang,0.0367,0.0292,26.25,14.67,61.0,0,0
1232,73.0,5.7,1.3,4.2,Tempe Gembus,Rendah Lemak & Karbo,0.077,0.0176,15.81,30.81,22.7,0,1
1233,76.0,6.8,0.7,10.6,Tempe Gembus Yogya,Rendah Lemak & Karbo,0.0883,0.0091,8.18,35.32,55.06,0,1
1234,328.0,18.4,23.2,12.8,Tempe Goreng,Tinggi Protein & Lemak,0.0559,0.0705,63.47,22.37,15.56,2,0
1235,139.0,12.5,0.8,21.9,Tempe Kacang Babi,"Tinggi Protein, Rendah Lemak",0.0893,0.0057,5.14,35.71,62.57,0,1
1236,212.0,17.5,10.0,12.9,Tempe Kacang Belimbing,Sedang,0.0822,0.0469,42.25,32.86,24.23,1,1
1237,143.0,12.0,5.5,11.4,Tempe Kedelai + Jagung,Sedang,0.0833,0.0382,34.38,33.33,31.67,0,1
1238,350.0,24.5,26.6,10.4,Tempe Kedelai Murni Goreng,Tinggi Protein & Lemak,0.0698,0.0758,68.21,27.92,11.85,2,0
1239,201.0,20.8,8.8,13.5,Tempe Kedelai Murni Mentah,Sedang,0.103,0.0436,39.21,41.19,26.73,1,1
1240,141.0,10.2,1.3,23.2,Tempe Koro Benguk,"Tinggi Protein, Rendah Lemak",0.0718,0.0092,8.24,28.73,65.35,0,1
1241,146.0,11.7,2.3,19.6,Tempe Lamtoro Var. Gung Dengan Kulit,"Tinggi Protein, Rendah Lemak",0.0796,0.0156,14.08,31.84,53.33,0,1
1242,131.0,18.0,0.8,13.0,Tempe Lamtoro Var. Gung Tanpa Kulit,"Tinggi Protein, Rendah Lemak",0.1364,0.0061,5.45,54.55,39.39,0,1
1243,150.0,14.0,7.7,9.1,Tempe Pasar Segar,Sedang,0.0927,0.051,45.89,37.09,24.11,0,1
1244,336.0,20.0,28.0,7.8,Tempe Pasar Goreng,Tinggi Protein & Lemak,0.0593,0.0831,74.78,23.74,9.26,2,0
1245,240.0,6.0,2.7,49.3,Tempe Sayur,Rendah Lemak,0.0249,0.0112,10.08,9.96,81.83,0,1
1246,110.0,1.7,1.3,21.9,Tempoya,Rendah Lemak,0.0153,0.0117,10.54,6.13,78.92,0,0
1247,126.0,1.1,2.2,25.7,Tempuyak,Rendah Lemak,0.0087,0.0173,15.59,3.46,80.94,0,0
1248,355.0,0.7,0.2,85.2,Tepung Arrowroot,Rendah Lemak,0.002,0.0006,0.51,0.79,95.73,0,0
1249,364.0,7.0,0.5,80.0,Tepung Beras,Rendah Lemak,0.0192,0.0014,1.23,7.67,87.67,0,0
1250,353.0,7.0,0.5,80.0,Tepung Beras Mentah,Rendah Lemak,0.0198,0.0014,1.27,7.91,90.4,0,0
