id,calories,proteins,fat,carbohydrate,name,kategori,protein_density,fat_ratio,pct_cal_from_fat,pct_cal_from_protein,pct_cal_from_carb,risiko_kolesterol,is_recommended
1251,353.0,0.8,1.7,83.6,Tepung Ganyong,Rendah Lemak,0.0023,0.0048,4.32,0.9,94.46,0,0
1252,363.0,1.1,0.5,88.2,Tepung Gaplek,Rendah Lemak,0.003,0.0014,1.24,1.21,96.92,0,0
1253,355.0,0.7,0.2,85.2,Tepung Garut (Arrowroot),Rendah Lemak,0.002,0.0006,0.51,0.79,95.73,0,0
1254,364.0,4.5,1.0,83.5,Tepung Hunkwee,Rendah Lemak,0.0123,0.0027,2.47,4.93,91.51,0,0
1255,316.0,60.1,6.5,22.4,Tepung Ikan,Sedang,0.1896,0.0205,18.45,75.84,28.26,0,0
1256,355.0,9.2,3.9,73.7,Tepung Jagung Kuning,Sedang,0.0258,0.011,9.86,10.34,82.81,0,0
1257,355.0,9.2,3.9,73.7,Tepung Jagung Putih,Sedang,0.0258,0.011,9.86,10.34,82.81,0,0
1258,388.0,19.0,7.5,61.2,Tepung Jalejo,Sedang,0.0488,0.0193,17.35,19.54,62.93,0,0
1259,347.0,35.9,20.6,29.9,Tepung Kacang Kedelai,Tinggi Protein & Lemak,0.1032,0.0592,53.28,41.26,34.37,2,0
1260,347.0,0.3,0.1,85.6,Tepung Kentang,Rendah Lemak,0.0009,0.0003,0.26,0.34,98.39,0,0
1261,350.0,1.2,0.6,85.0,Tepung Mocaf,Rendah Lemak,0.0034,0.0017,1.54,1.37,96.87,0,0
1262,338.0,2.9,0.4,80.6,Tepung Pisang,Rendah Lemak,0.0086,0.0012,1.06,3.42,95.1,0,0
1263,353.0,0.7,0.2,84.7,Tepung Sagu,Rendah Lemak,0.002,0.0006,0.51,0.79,95.71,0,0
1264,326.0,4.0,0.4,76.7,Tepung Sente,Rendah Lemak,0.0122,0.0012,1.1,4.89,93.82,0,0
1265,363.0,1.1,0.5,88.2,Tepung Singkong/ Tapioka,Rendah Lemak,0.003,0.0014,1.24,1.21,96.92,0,0
1266,353.0,2.9,0.5,84.4,Tepung Sukun,Rendah Lemak,0.0082,0.0014,1.27,3.28,95.37,0,0
1267,509.0,24.6,30.0,36.2,Tepung Susu,Tinggi Protein & Lemak,0.0482,0.0588,52.94,19.29,28.39,2,0
1268,418.0,19.0,9.0,65.5,Tepung Susu Asam Untuk Bayi,Sedang,0.0453,0.0215,19.33,18.14,62.53,1,0
1269,362.0,35.6,1.0,52.0,Tepung Susu Skim,"Tinggi Protein, Rendah Lemak",0.0981,0.0028,2.48,39.23,57.3,0,0
1270,332.0,5.7,0.6,76.1,Tepung Tales Beneng,Rendah Lemak,0.0171,0.0018,1.62,6.85,91.41,0,0
1271,365.0,8.9,1.3,77.3,Tepung Terigu,Rendah Lemak,0.0243,0.0036,3.2,9.73,84.48,0,0
1272,354.0,2.8,0.6,84.4,Tepung Ubi Ungu,Rendah Lemak,0.0079,0.0017,1.52,3.15,95.1,0,0
1273,155.0,22.3,2.9,9.9,Terasi,"Tinggi Protein, Rendah Lemak",0.1429,0.0186,16.73,57.18,25.38,0,1
1274,191.0,33.1,3.6,6.6,Terasi Dobo,Sedang,0.1724,0.0188,16.88,68.96,13.75,0,1
1275,174.0,30.0,3.5,3.5,Terasi Merah,Sedang,0.1714,0.02,18.0,68.57,8.0,0,1
1276,174.0,30.0,3.5,5.6,Terasi Merah,Sedang,0.1714,0.02,18.0,68.57,12.8,0,1
1277,365.0,23.7,22.3,17.5,Teri Balado Masakan,Tinggi Protein & Lemak,0.0648,0.0609,54.84,25.9,19.13,2,0
1278,462.0,39.1,32.4,3.5,Teripang Dendeng Mentah,Tinggi Protein & Lemak,0.0844,0.07,62.98,33.78,3.02,2,0
1279,24.0,1.1,0.2,5.5,Terong,Rendah Lemak & Karbo,0.044,0.008,7.2,17.6,88.0,0,0
1280,285.0,4.3,25.7,9.5,Terong + Oncom Makanan,Tinggi Lemak,0.015,0.0899,80.87,6.01,13.29,2,0
1281,39.0,2.3,1.9,2.0,Terong Asam,Rendah Lemak & Karbo,0.0575,0.0475,42.75,23.0,20.0,0,0
1282,48.0,1.5,0.3,11.3,Terong Belanda,Rendah Lemak & Karbo,0.0306,0.0061,5.51,12.24,92.24,0,0
1283,45.0,1.9,0.8,7.5,Terong Hintalo Segar,Rendah Lemak & Karbo,0.0413,0.0174,15.65,16.52,65.22,0,0
1284,23.0,1.8,0.1,4.9,Terong Kukus,Rendah Lemak & Karbo,0.075,0.0042,3.75,30.0,81.67,0,0
1285,28.0,1.1,0.2,5.5,Terong Segar,Rendah Lemak & Karbo,0.0379,0.0069,6.21,15.17,75.86,0,0
1286,52.0,2.1,1.1,8.6,Terung Belanda Segar,Rendah Lemak & Karbo,0.0396,0.0208,18.68,15.85,64.91,0,0
1287,52.0,1.1,0.4,11.2,Terung Bengkulu Segar,Rendah Lemak & Karbo,0.0208,0.0075,6.79,8.3,84.53,0,0
1288,25.0,2.1,0.1,5.3,Terung Panjang,Rendah Lemak & Karbo,0.0808,0.0038,3.46,32.31,81.54,0,0
1289,23.0,1.8,0.1,4.9,Terung Panjang Kukus,Rendah Lemak & Karbo,0.075,0.0042,3.75,30.0,81.67,0,0
1290,59.0,2.9,0.3,13.9,Tespong Daun,Rendah Lemak & Karbo,0.0483,0.005,4.5,19.33,92.67,0,0
1291,120.0,2.4,0.4,26.0,Tim (Nasi Tim),Rendah Lemak,0.0198,0.0033,2.98,7.93,85.95,0,0
1292,33.0,1.2,1.3,4.1,Tinira Ninahu Nggaluku,Rendah Lemak & Karbo,0.0353,0.0382,34.41,14.12,48.24,0,0
1293,516.0,17.7,49.5,0.0,Tinoransak Masakan,Tinggi Protein & Lemak,0.0342,0.0957,86.17,13.69,0.0,2,0
1294,355.0,6.2,1.2,79.8,Tipa-Tipa,Rendah Lemak,0.0174,0.0034,3.03,6.97,89.66,0,0
1295,353.0,2.4,1.1,83.4,Tiwul,Rendah Lemak,0.0068,0.0031,2.8,2.71,94.24,0,0
1296,395.0,3.2,8.5,76.5,Tiwul Instan,Sedang,0.0081,0.0215,19.32,3.23,77.27,1,0
1297,392.0,5.4,28.5,28.4,Toge -Tahu Makanan,Tinggi Lemak,0.0137,0.0725,65.27,5.5,28.91,2,0
1298,93.6,4.4,1.8,15.1,Toge Goreng,Rendah Lemak,0.0465,0.019,17.12,18.6,63.85,0,0
1299,23.0,2.9,0.2,4.1,Toge Kacang Ijo,Rendah Lemak & Karbo,0.1208,0.0083,7.5,48.33,68.33,0,0
1300,35.0,5.0,0.2,5.8,Toge Kacang Tunggak,Rendah Lemak & Karbo,0.1389,0.0056,5.0,55.56,64.44,0,1
1301,67.0,9.0,2.6,6.4,Toge Kedelai,Rendah Lemak & Karbo,0.1324,0.0382,34.41,52.94,37.65,0,1
1302,28.0,3.0,0.8,4.0,Toge Seduh,Rendah Lemak & Karbo,0.1034,0.0276,24.83,41.38,55.17,0,0
1303,20.0,1.0,0.2,3.5,Tomat Air (Juice) Segar,Rendah Lemak & Karbo,0.0476,0.0095,8.57,19.05,66.67,0,0
1304,20.0,1.0,0.3,4.2,Tomat Masak,Rendah Lemak & Karbo,0.0476,0.0143,12.86,19.05,80.0,0,0
1305,24.0,1.3,0.5,4.7,Tomat Merah Segar,Rendah Lemak & Karbo,0.052,0.02,18.0,20.8,75.2,0,0
1306,24.0,2.0,0.7,3.3,Tomat Muda Segar,Rendah Lemak & Karbo,0.08,0.028,25.2,32.0,52.8,0,0
1307,189.0,11.3,15.7,0.6,Tumis Bandeng,Tinggi Lemak,0.0595,0.0826,74.37,23.79,1.26,2,0
1308,48.0,1.4,4.2,2.6,Tumis Bayam Bersantan,Sedang,0.0286,0.0857,77.14,11.43,21.22,0,0
1309,186.0,1.9,0.2,44.3,Ubi Cilembu,Rendah Lemak,0.0102,0.0011,0.96,4.06,94.76,0,0
1310,160.0,3.7,1.3,55.3,Ubi Jalar Goreng,Rendah Lemak,0.023,0.0081,7.27,9.19,137.39,0,0
1311,100.0,0.7,0.3,23.8,Ubi Jalar Kuning Kukus,Rendah Lemak,0.0069,0.003,2.67,2.77,94.26,0,0
1312,119.0,0.5,0.4,25.1,Ubi Jalar Kuning Segar,Rendah Lemak,0.0042,0.0033,3.0,1.67,83.67,0,0
1313,83.0,1.5,0.2,18.8,Ubi Jalar Manis Segar,Rendah Lemak,0.0179,0.0024,2.14,7.14,89.52,0,0
1314,123.0,1.8,0.7,27.9,Ubi Jalar Merah,Rendah Lemak,0.0145,0.0056,5.08,5.81,90.0,0,0
1315,151.0,1.6,0.3,35.4,Ubi Jalar Merah Segar,Rendah Lemak,0.0105,0.002,1.78,4.21,93.16,0,0
1316,123.0,1.8,0.7,27.9,Ubi Jalar Putih,Rendah Lemak,0.0145,0.0056,5.08,5.81,90.0,0,0
1317,114.0,1.4,9.6,25.6,Ubi Jalar Rebus,Sedang,0.0122,0.0835,75.13,4.87,89.04,1,0
1318,184.0,1.4,0.3,22.5,Ubi Jalar Sayur,Rendah Lemak,0.0076,0.0016,1.46,3.03,48.65,0,0
1319,108.0,0.5,0.4,25.6,Ubi Jalar Tinta/ Kemayung,Rendah Lemak,0.0046,0.0037,3.3,1.83,93.94,0,0
1320,165.0,0.9,0.2,39.8,Ubi Jalar Tinta/ Kemayung Kukus,Rendah Lemak,0.0054,0.0012,1.08,2.17,95.9,0,0
1321,82.0,5.8,1.3,11.7,Uceng/ Bunga Melinjo Segar,Rendah Lemak & Karbo,0.0699,0.0157,14.1,27.95,56.39,0,1
1322,56.0,11.4,0.6,1.2,Udang Besar Segar,"Tinggi Protein, Rendah Lemak",0.2,0.0105,9.47,80.0,8.42,0,1
1323,81.0,16.5,0.3,3.0,Udang Galah Segar,"Tinggi Protein, Rendah Lemak",0.2012,0.0037,3.29,80.49,14.63,0,1
1324,295.0,62.4,2.3,1.8,Udang Kering,"Tinggi Protein, Rendah Lemak",0.2108,0.0078,6.99,84.32,2.43,0,1
1325,278.0,62.6,4.1,2.2,Udang Kering Mentah,Sedang,0.2244,0.0147,13.23,89.75,3.15,0,1
1326,273.0,47.8,3.8,12.5,Udang Papay Mentah,Sedang,0.1745,0.0139,12.48,69.78,18.25,0,1
1327,91.0,21.0,0.2,0.1,Udang Segar,"Tinggi Protein, Rendah Lemak",0.2283,0.0022,1.96,91.3,0.43,0,1
1328,380.0,11.9,30.3,14.9,Ulat Sagu Panggang,Tinggi Lemak,0.0312,0.0795,71.57,12.49,15.64,2,0
1329,241.0,5.8,21.6,5.8,Ulat Sagu Segar,Tinggi Lemak,0.024,0.0893,80.33,9.59,9.59,2,0
1330,120.0,2.8,0.5,82.3,Umbi Uwi Segar,Rendah Lemak,0.0231,0.0041,3.72,9.26,272.07,0,0
1331,34.0,2.4,0.3,5.5,Umbut Rotan,Rendah Lemak & Karbo,0.0686,0.0086,7.71,27.43,62.86,0,0
1332,130.0,14.0,7.2,1.5,Usus Sapi,Sedang,0.1069,0.055,49.47,42.75,4.58,0,1
1333,101.0,2.0,0.2,19.8,Uwi,Rendah Lemak,0.0196,0.002,1.76,7.84,77.65,0,0
1334,363.0,8.7,0.4,78.7,Vermicelli,Rendah Lemak,0.0239,0.0011,0.99,9.56,86.48,0,0
1335,303.0,6.3,2.7,63.3,Wajit Camilan,Rendah Lemak,0.0207,0.0089,7.99,8.29,83.29,0,0
1336,45.0,0.8,0.9,8.1,Waluh Balamak,Rendah Lemak & Karbo,0.0174,0.0196,17.61,6.96,70.43,0,0
1337,424.0,1.3,10.7,80.7,Widaran,Sedang,0.0031,0.0252,22.66,1.22,75.95,1,0
1338,568.0,19.3,51.1,18.1,Wijen,Tinggi Protein & Lemak,0.0339,0.0898,80.83,13.57,12.72,2,0
1339,355.0,3.2,15.1,51.4,Wingko Babat,Tinggi Lemak,0.009,0.0424,38.17,3.6,57.75,2,0
1340,143.0,3.1,7.8,15.0,Woku Ubi,Sedang,0.0215,0.0542,48.75,8.61,41.67,0,0
1341,452.0,14.5,42.3,2.3,Worst (Sosis Daging),Tinggi Lemak,0.032,0.0934,84.04,12.8,2.03,2,0
1342,42.0,1.2,0.6,9.3,Wortel Segar,Rendah Lemak & Karbo,0.0279,0.014,12.56,11.16,86.51,0,0
1343,37.0,1.0,0.6,8.3,Wortel Kukus,Rendah Lemak & Karbo,0.0263,0.0158,14.21,10.53,87.37,0,0
1344,28.0,0.7,0.5,6.3,Wortel Rebus,Rendah Lemak & Karbo,0.0241,0.0172,15.52,9.66,86.9,0,0
1345,254.0,3.0,1.1,58.1,Yangko,Rendah Lemak,0.0118,0.0043,3.88,4.71,91.14,0,0
1346,52.0,3.3,2.5,4.0,Yoghurt,Rendah Lemak & Karbo,0.0623,0.0472,42.45,24.91,30.19,0,0
